reaction_id,yield,z_score,reactant_1,reactant_2,reactant_3,catalyst,ligand,base,acid,oxidant,reductant,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
C-O Coupling,6,-0.38,Ar-CO2H,Ar-OH,RCH2-NH2,Cu/Cu2O,,NaOH,HCl,,,,,"Phosphorus pentachloride/H2SO4/Aluminumchloride,anhydrous,ReagentGrade/79-24-3",MeOH/H2O/THF,False,O=C(O)c1ccc(Cl)c(Cl)c1Cl.Oc1cc(Cl)cc(Cl)c1.CCN(CC)CCN>>CCN(CC)CCNc1cc(Cl)cc2oc3c(Cl)c(Cl)ccc3c(=O)c12,Cl / X / NR2,"Chemistry & Biodiversity (2007), 4(7), 1508-1519"
C-O Coupling,9,1.14,Ar-CO2H,Ar-OH,RCH2-NH2,Cu/Cu2O,,NaOH,HCl,,,,,"Phosphorus pentachloride/Aluminumchloride,anhydrous,ReagentGrade/79-24-3",MeOH/H2O/THF,False,O=C(O)c1c(Cl)cccc1Cl.Oc1cccc(Cl)c1Cl.CCN(CC)CCN>>CCN(CC)CCNc1cccc2oc3c(Cl)c(Cl)ccc3c(=O)c12,Cl / X / NR2,"Chemistry & Biodiversity (2007), 4(7), 1508-1519"
C-O Coupling,85,0.0,Ar-OH,Ar-CO2H,,copper(I) trifluoromethanesulfonate toluene complex,,Cs2CO3,HCl,,,,,H2SO4,PhMe/EtOAc/H2O,False,Oc1ccc(Br)cc1.O=C(O)c1cc(I)ccc1I>>O=c1c2cc(Br)ccc2oc2ccc(I)cc12,Br / X / I,"Journal of Medicinal Chemistry (2014), 57(23), 9796-9810"
C-O Coupling,88,0.0,Ar-CO2R,Ar-R,Alkyl-F,Cu(OTf)2,,,,,,,,,DCE,False,COC(=O)c1cc(OC)ccc1O.CC(C)(C)c1ccc([I+]c2ccc(C(C)(C)C)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>COc1ccc2oc3ccc(C(C)(C)C)cc3c(=O)c2c1,OR,"Chinese Chemical Letters (2018), 29(6), 985-988"
C-O Coupling,71,-0.71,Ar-CO2H,Ar-OH,,Cu2O/Cu,,,HCl,,,,,Sodium/H2SO4,MeOH/H2O,False,O=C(O)c1cccc(Cl)c1Cl.Cc1ccccc1O>>Cc1cccc2c(=O)c3cccc(Cl)c3oc12,Cl / X,"Chemical Biology & Drug Design (2021), 97(3), 674-685"
C-O Coupling,73,0.71,Ar-CO2H,Ar-OH,,Cu2O/Cu,,,HCl,,,,,Sodium/H2SO4,MeOH/H2O,False,O=C(O)c1cccc(Cl)c1Cl.Cc1ccc(O)cc1>>Cc1ccc2oc3c(Cl)cccc3c(=O)c2c1,Cl / X,"Chemical Biology & Drug Design (2021), 97(3), 674-685"
C-O Coupling,8,0.63,Ar-CO2H,Ar-OH,RCH2-NH2,Cu/Cu2O,,NaOH,HCl,,,,,"Phosphorus pentachloride/H2SO4/Aluminumchloride,anhydrous,ReagentGrade/79-24-3",MeOH/H2O/THF,False,O=C(O)c1cccc(Cl)c1Cl.Oc1cc(Cl)cc(Cl)c1Cl.CCN(CC)CCN>>CCN(CC)CCNc1cc(Cl)c(Cl)c2oc3c(Cl)cccc3c(=O)c12,Cl / X / NR2,"Chemistry & Biodiversity (2007), 4(7), 1508-1519"
C-O Coupling,78,0.0,Ar-OH,Ar-CO2H,,copper(I) trifluoromethanesulfonate toluene complex,,Cs2CO3,,,,,,H2SO4,PhMe/EtOAc,False,Oc1ccc(Br)cc1.COc1cc(C(=O)O)c(Br)cc1F>>COc1cc2c(=O)c3cc(Br)ccc3oc2cc1F,Br / X / OR / F,"Journal of Medicinal Chemistry (2014), 57(23), 9796-9810"
C-O Coupling,3,-1.89,Ar-CO2H,Ar-OH,RCH2-NH2,Cu/Cu2O,,NaOH,HCl,,,,,"Phosphorus pentachloride/H2SO4/Aluminumchloride,anhydrous,ReagentGrade/79-24-3",MeOH/H2O/THF,False,O=C(O)c1ccc(Cl)c(Cl)c1Cl.Oc1cc(Cl)cc(Cl)c1Cl.CCN(CC)CCN>>CCN(CC)CCNc1cc(Cl)c(Cl)c2oc3c(Cl)c(Cl)ccc3c(=O)c12,Cl / X / NR2,"Chemistry & Biodiversity (2007), 4(7), 1508-1519"
C-O Coupling,8,0.63,Ar-CO2H,Ar-OH,RCH2-NH2,Cu/Cu2O,,NaOH,HCl,,,,,"Phosphorus pentachloride/H2SO4/Aluminumchloride,anhydrous,ReagentGrade/79-24-3",MeOH/H2O/THF,False,O=C(O)c1ccc(Cl)cc1Cl.Oc1cc(Cl)cc(Cl)c1Cl.CCN(CC)CCN>>CCN(CC)CCNc1cc(Cl)c(Cl)c2oc3cc(Cl)ccc3c(=O)c12,Cl / X / NR2,"Chemistry & Biodiversity (2007), 4(7), 1508-1519"
C-O Coupling,7,0.13,Ar-CO2H,Ar-OH,RCH2-NH2,Cu/Cu2O,,NaOH,HCl,,,,,"Phosphorus pentachloride/Aluminumchloride,anhydrous,ReagentGrade/79-24-3",MeOH/H2O/THF,False,O=C(O)c1c(Cl)cccc1Cl.Oc1cccc(Cl)c1.CCN(CC)CCN>>CCN(CC)CCNc1cccc2oc3cc(Cl)ccc3c(=O)c12,Cl / X / NR2,"Chemistry & Biodiversity (2007), 4(7), 1508-1519"
C-O Coupling,5,-0.88,Ar-CO2H,Ar-OH,RCH2-NH2,Cu/Cu2O,,NaOH,HCl,,,,,"Phosphorus pentachloride/H2SO4/Aluminumchloride,anhydrous,ReagentGrade/79-24-3",MeOH/H2O/THF,False,O=C(O)c1ccc(Cl)c(Cl)c1Cl.Oc1cc(Cl)ccc1Cl.CCN(CC)CCN>>CCN(CC)CCNc1ccc(Cl)c2oc3c(Cl)c(Cl)ccc3c(=O)c12,Cl / X / NR2,"Chemistry & Biodiversity (2007), 4(7), 1508-1519"
C-O Coupling,8,0.63,Ar-CO2H,Ar-OH,RCH2-NH2,Cu/Cu2O,,NaOH,HCl,,,,,"Phosphorus pentachloride/Aluminumchloride,anhydrous,ReagentGrade/79-24-3",MeOH/H2O/THF,False,O=C(O)c1c(Cl)cccc1Cl.Oc1ccccc1Cl.CCN(CC)CCN>>CCN(CC)CCNc1cccc2oc3c(Cl)cccc3c(=O)c12,Cl / X / NR2,"Chemistry & Biodiversity (2007), 4(7), 1508-1519"
C-O Coupling,2,-2.25,Ar-OH,Ar-I,,CuI,,Cs2CO3,,O2,,,,83753-56-4,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,7,-2.08,Ar-OH,Ar-I,,CuI,,Cs2CO3,,,,,,10354-53-7,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,1,-2.28,Ar-OH,Ar-I,,CuI,,Cs2CO3,,O2,,,,245065-66-1,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,7,-2.08,Ar-OH,Ar-I,,CuI,,Cs2CO3,,,,,,794544-99-3,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,7,-2.08,Ar-OH,Ar-I,,CuI,,Cs2CO3,,,,,,880413-56-9,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,8,-2.05,Ar-OH,Ar-I,,CuI,,Cs2CO3,,,,,,83753-57-5,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,3,0.0,CH3-OH,Ar-B(OH)2,Ar-Br,Pd(OAc)2,,KOH,,,,,,2685837-28-7,MeOH/THF,False,CO.OB(O)c1ccccc1.Brc1ccccn1>>c1ccncc1.c1ccc(-c2ccccn2)cc1.COc1ccccn1,Pyridine,"RSC Advances (2021), 11(43), 26883-26891"
C-O Coupling,7,0.0,CH3-OH,Ar-B(OH)2,Ar-Br,Pd(OAc)2,,KOH,,,,,,2685837-28-7,MeOH/THF,False,CO.OB(O)c1ccccc1.Brc1ccc2ccccc2c1>>c1ccc2ccccc2c1.COc1ccc2ccccc2c1.c1ccc(-c2ccc3ccccc3c2)cc1,,"RSC Advances (2021), 11(43), 26883-26891"
C-O Coupling,6,0.0,Ar-OH,Ar-Br,,CuI,,Na2CO3/NaOH,,,,,,,H2O,False,Oc1cccc(O)c1.CC(=O)Nc1ccc(Br)c(C(=O)O)c1>>CC(=O)Nc1ccc(O)c(C(=O)O)c1.CC(=O)Nc1cccc(C(=O)O)c1.CC(=O)Nc1ccc2c(c1)c(=O)oc1cc(O)ccc12.CC(=O)Nc1ccc(Oc2cccc(O)c2)c(C(=O)O)c1,OH / Amide / CONHR / CO2H / acidic,"Organic Process Research & Development (2015), 19(1), 309-314"
C-O Coupling,2,-2.25,Ar-OH,Ar-I,,CuI,,Cs2CO3,,O2,,,,14547-73-0,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,2,-2.25,Ar-OH,Ar-I,,CuI,,Cs2CO3,,O2,,,,90209-83-9,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,93,0.14,Ar-Cl,Ar-OH,,Cu/(S)-[(RuCl(T-BINAP))2(μ-Cl)3[NH2Me2],,Potassium Fluoride,,,,,,,DMSO,False,O=[N+]([O-])c1ccc(Cl)cc1.Cc1ccc(O)cc1>>Cc1ccc(Oc2ccccc2[N+](=O)[O-])cc1,NO2 / NR2,"Tetrahedron Letters (2007), 48(1), 95-99"
C-O Coupling,70,-1.06,Ar-I,Ar-OH,,CuI/Fe(acac)3,,K2CO3,,,,,,,DMSO,False,Ic1ccc(I)cc1.Oc1cccc(I)c1>>Ic1cccc(Oc2cccc(I)c2)c1,I / X,"Tetrahedron (2014), 70(6), 1125-1132"
C-O Coupling,2,-2.25,Ar-OH,Ar-I,,CuI,,Cs2CO3,,O2,,,,879767-00-7,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,8,-2.05,Ar-OH,Ar-I,,CuI,,Cs2CO3,,,,,,14547-72-9,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,2,-2.25,Ar-OH,Ar-I,,CuI,,Cs2CO3,,O2,,,,796068-66-1,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,8,-2.05,Ar-OH,Ar-I,,CuI,,Cs2CO3,,,,,,61350-00-3,MeCN,False,Cc1cc(C)cc(O)c1.COc1ccc(I)cc1>>COc1ccccc1.COc1ccc(Oc2cc(C)cc(C)c2)cc1,OR,"Chemistry - A European Journal (2014), 20(52), 17606-17615"
C-O Coupling,90,1.08,Ar-OH,Ar-I,,CuCl,"2,2,6,6-Tetramethyl-3,5-heptanedione",Cs2CO3,,,,,,,Dioxane/NMP,False,C=CCc1ccc(O)c(OC)c1.COc1ccccc1I>>C=CCc1ccc(Oc2ccccc2OC)c(OC)c1.C/C=C/c1ccc(Oc2ccccc2OC)c(OC)c1.C/C=C\c1ccc(Oc2ccccc2OC)c(OC)c1,C=CH2 / C=C / Dienophile / OR / Any-Dienophile / Motif-C=C,"ACS Infectious Diseases (2020), 6(11), 2872-2878"
C-O Coupling,72,-1.68,Ar-OH,Ar-Br,,Cu,,KOH/NaOH,HCl,,,,,"Sulfurylchloride,1Msoln.indichloromethane",Dioxane/EtOAc/H2O/CHCl3,False,Cc1ccc(O)c(C)c1.CC(=O)c1ccccc1Br>>Cc1ccc(Oc2ccccc2C(=O)CCl)c(C)c1,COR / acidic,"Hebei Shifan Daxue Xuebao, Ziran Kexueban (2011), 35(6), 605-607, 614"
C-O Coupling,6,0.71,Alkenyl-CO2H,Ar-I,,NiCl2/Tris(2-phenylpyridine)iridium(III),,,,,,,,7515-80-2/103946-54-9,DMSO,False,O=C(O)/C=C/c1ccccc1.FC(F)(F)c1ccc(I)cc1>>Oc1ccc(C(F)(F)F)cc1.O=C(/C=C/c1ccccc1)Oc1ccc(C(F)(F)F)cc1.O=C(/C=C\c1ccccc1)Oc1ccc(C(F)(F)F)cc1,Dienophile / C=C / CF3 / F / X / Any-Dienophile / Motif-C=C,"ACS Catalysis (2020), 10(22), 13269-13274"
C-O Coupling,3,-0.71,Alkenyl-CO2H,Ar-I,,Titanium oxide/NiCl2,,,,,,,,7515-80-2/518-47-8/6813-38-3,DMSO,False,O=C(O)/C=C/c1ccccc1.FC(F)(F)c1ccc(I)cc1>>Oc1ccc(C(F)(F)F)cc1.O=C(/C=C/c1ccccc1)Oc1ccc(C(F)(F)F)cc1,Dienophile / C=C / CF3 / F / X / Any-Dienophile / Motif-C=C,"ACS Catalysis (2020), 10(22), 13269-13274"
C-O Coupling,83,-0.48,Ar-OH,Ar-I,,CuCl/(S)-[(RuCl(T-BINAP))2(μ-Cl)3[NH2Me2],,Cs2CO3,,,,,,,PhMe,False,Cc1cc(C)cc(O)c1.N#Cc1ccc(I)cc1>>Cc1cc(C)cc(Oc2ccc(C#N)cc2)c1,CN,"Organic Letters (2015), 17(18), 4494-4497"
C-O Coupling,92,0.51,Ar-OH,Ar-Cl,,Pd(OAc)2,,K3PO4,,,,,,672937-62-1,PhMe,False,Cc1ccccc1O.Cc1ccc(C)c(Cl)c1>>Cc1ccc(C)c(Oc2ccccc2C)c1,,"Tetrahedron Letters (2005), 46(18), 3237-3240"
C-O Coupling,78,0.04,Ar-OH,Ar-Cl,,Pd(OAc)2,,NaH,,,,,,1072087-19-4,PhMe,False,Cc1ccc(O)c(C(C)(C)C)c1.COc1ccc(Cl)cc1>>COc1ccc(Oc2ccc(C)cc2C(C)(C)C)cc1,OR,"Synlett (2008), (12), 1781-1784"
C-O Coupling,99,0.95,Ar-OH,Ar-Br,,CuBr,,Cs2CO3,,,,,,2094-98-6,DMF,False,Oc1ccc(F)cc1.O=[N+]([O-])c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(Oc2ccc(F)cc2)cc1,F / X / NO2 / NR2,"Tetrahedron Letters (2015), 56(14), 1812-1815"
C-O Coupling,93,0.71,Ar-OH,Ar-I,,Cu2O,,Cs2CO3,,,,,,284497-48-9,MeCN,False,Cc1cc(C)cc(O)c1.N#Cc1ccc(I)cc1>>Cc1cc(C)cc(Oc2ccc(C#N)cc2)c1,CN,"Organic Letters (2004), 6(6), 913-916"
C-O Coupling,78,-0.93,Ar-OH,Ar-Br,,CuCl,"2,2,6,6-Tetramethyl-3,5-heptanedione",Cs2CO3,,,,,,,NMP,False,COc1ccc(O)cc1.COc1ccccc1Br>>COc1ccc(Oc2ccccc2OC)cc1,OR,"Organic Syntheses (2005), 8269-74"
C-O Coupling,87,0.36,Ar-OH,Ar-F,,Silver nitrate/Pd(OAc)2,,K2CO3,,,,,,,DMF,False,Cc1ccc(O)cc1.Fc1cc(F)c(F)c(F)c1F>>Cc1ccc(Oc2c(F)c(F)cc(F)c2F)cc1,F / X,"Journal of Fluorine Chemistry (2013), 150117-123"
C-O Coupling,88,-0.1,Ar-OH,Ar-Br,,(S)-[(RuCl(T-BINAP))2(μ-Cl)3[NH2Me2],,NaOH,,,,,,946148-73-8,EtOH/Me2CO/H2O,False,Cc1ccc(C(C)C)cc1O.O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1>>Cc1ccc(C(C)C)cc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],NO2 / NR2,"Synthetic Communications (2007), 37(12), 1957-1964"
C-O Coupling,99,1.46,Ar-OH,Ar-Cl,,Pd(OAc)2,cataCXium PIntB,K3PO4,,,,,,,PhMe,False,Cc1ccccc1O.N#Cc1ccc(Cl)cc1>>Cc1ccccc1Oc1ccc(C#N)cc1,CN,"Tetrahedron Letters (2005), 46(18), 3237-3240"
C-O Coupling,85,1.0,Ar-Br,Ar-NH2,,Pd(OAc)2,cataCXium A,DBU,,,,,,,DMSO,False,Fc1ccc(F)c(Br)c1.Nc1cc(F)ccc1O.[C-]#[O+]>>O=C1Nc2cc(F)ccc2Oc2ccc(F)cc21,X / F,"Green Chemistry (2015), 17(5), 2994-2999"
C-O Coupling,95,0.0,Ar-Cl,Ar-OH,,CuI,,Cs2CO3,,,,,,83821-60-7,DMF,False,O=[N+]([O-])c1ccccc1Cl.CC(=O)Nc1ccc(O)cc1>>CC(=O)Nc1ccc(Oc2ccccc2[N+](=O)[O-])cc1,NO2 / NR2 / Amide / CONHR / acidic,"Organic & Biomolecular Chemistry (2013), 11(9), 1502-1510"
C-O Coupling,92,0.72,Ar-Br,Ar-OH,,CuI/Fe(acac)3,,K2CO3,,,,,,,DMF,False,Clc1ccc(Br)cc1.COc1ccc(O)cc1>>COc1ccc(Oc2ccc(Cl)cc2)cc1,X / Cl / OR,"Synlett (2011), (2), 268-272"
C-O Coupling,76,-0.71,Ar-OH,Ar-Br,,CuI,"N,N-Dimethylglycine",Cs2CO3,,,,,,,Dioxane,False,Cc1ccccc1O.CCc1ccc(NC(=O)C(F)(F)F)c(Br)c1>>CCc1ccc(NC(=O)C(F)(F)F)c(Oc2ccccc2C)c1,Amide / CONHR / F / X,"Angewandte Chemie, International Edition (2006), 45(8), 1276-1279"
C-O Coupling,85,0.04,Ar-OH,Ar-I,,CuCl/(S)-[(RuCl(T-BINAP))2(μ-Cl)3[NH2Me2],,Cs2CO3,,,,,,,PhMe,False,Cc1cc(C)cc(O)c1.Cc1ccccc1I>>Cc1cc(C)cc(Oc2ccccc2C)c1,,"Organic Letters (2015), 17(18), 4494-4497"
C-O Coupling,88,0.71,Ar-Br,Ar-OH,,CuI,"N,N-Dimethylglycine",Cs2CO3,,,,,,,Dioxane,False,O=C(Nc1ccccc1Br)C(F)(F)F.COC(=O)[C@H](Cc1ccc(O)cc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1>>COC(=O)[C@H](Cc1ccc(Oc2ccccc2NC(=O)C(F)(F)F)cc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1,Amide / CONHR / F / X / CO2R / Ester / acidic / NHR,"Angewandte Chemie, International Edition (2006), 45(8), 1276-1279"
C-O Coupling,75,-1.12,Ar-I,Ar-OH,,CuI,Picolinic acid,K3PO4,,,,,,,DMSO,False,Cc1ccccc1I.Cc1cccc(Oc2ccc(O)cc2C)c1>>Cc1cccc(Oc2ccc(Oc3ccccc3C)cc2C)c1,OAr / OR,"Organic Letters (2013), 15(13), 3404-3407"
C-O Coupling,76,-0.44,Ar-OH,Ar-Br,,Cu(OTf)2,,Cs2CO3,,,,,,4488-22-6,Dioxane,False,Cc1ccccc1O.Cc1ccc(Br)cc1>>Cc1ccc(Oc2ccccc2C)cc1,,"Tetrahedron Letters (2008), 49(6), 1057-1061"
C-O Coupling,95,0.87,Ar-OH,Ar-Cl,,Pd(OAc)2,,NaH,,,,,,1072087-21-8,PhMe,False,COc1ccc(O)cc1.CC(=O)c1ccc(Cl)cc1>>COc1ccc(Oc2ccc(C(C)=O)cc2)cc1,OR / COR / acidic,"Synlett (2008), (12), 1781-1784"
C-O Coupling,93,0.98,Ar-OH,Ar-X,,CuI,,K3PO4,,,,,,465516-40-9,Dioxane,False,Cc1ccc(O)cc1.Clc1ccc(I)cc1>>Cc1ccc(Oc2ccc(Cl)cc2)cc1,Cl / X,"Chinese Chemical Letters (2014), 25(2), 337-340"
C-O Coupling,84,0.0,Ar-X,Ar-OH,,CuI,Picolinic acid,K3PO4,,,,,,,DMSO,False,Fc1ccc(I)cc1.Cc1ccc(N)cc1O>>Cc1ccc(N)cc1Oc1ccc(F)cc1,F / X / NH2,"Journal of the American Chemical Society (2009), 131(47), 17423-17429"
C-O Coupling,84,0.17,Ar-OH,Ar-Br,,CuCl,,NaOMe/Pyridine,HCl,,,,,,PhH/H2O,False,Cc1cc(C)cc(O)c1.Brc1cccc(Br)c1>>Cc1cc(C)cc(Oc2cccc(Oc3cc(C)cc(C)c3)c2)c1,,"Journal of Porphyrins and Phthalocyanines (2006), 10(2), 104-116"
C-O Coupling,88,0.0,Ar-OH,Ar-X,,CuBr,,Cs2CO3,,,,,,1655-07-8,DMSO,False,COc1cccc(O)c1.Fc1cc(I)ccc1Cl>>COc1cccc(Oc2ccc(Cl)c(F)c2)c1,OR / Cl / X / F,"Bioorganic & Medicinal Chemistry (2010), 18(17), 6526-6537"
